Restaurant_Name,Online,Booking,Rating,Location,Cuisines,Price,Restaurant_Type
Leon Grill,Yes,No,4.2,Jeevan Bhima Nagar,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500.0,Delivery
Rahhams,Yes,No,3.9,Frazer Town,"Mughlai, North Indian, Chinese",700.0,Dine-out
Hotel Manu,Yes,No,3.9,HSR,"South Indian, Kerala, Chinese, North Indian",400.0,Delivery
Moriz Restaurant,Yes,No,2.8,Brookefield,"Arabian, North Indian, Biryani, Chinese, Seafood",750.0,Dine-out
Juicy Momos,Yes,No,3.5,Banashankari,"Tibetan, Momos",250.0,Delivery
Biggies Burger 'n' More,Yes,No,3.7,Whitefield,"Cafe, Burger, Fast Food",400.0,Dine-out
Hyderabad Biryaani House,Yes,No,4.1,Koramangala 5th Block,"Biryani, North Indian, Chinese, Hyderabadi",750.0,Delivery
Families Food Court,Yes,No,3.9,HSR,"North Indian, Chinese, Biryani, Rolls",400.0,Delivery
Kiko,Yes,No,3.4,Kammanahalli,"Salad, Chinese",500.0,Desserts
Chai Masthi,Yes,No,3.5,Domlur,"Fast Food, Lebanese",200.0,Delivery
AB's - Absolute Barbecues,No,Yes,4.7,Sarjapur Road,"European, Mediterranean, North Indian, BBQ",1600.0,Dine-out
Thanco's Natural Ice Cream,Yes,No,3.6,BTM,"Ice Cream, Desserts",450.0,Delivery
The Kitchen Story,Yes,No,3.2,HSR,"North Indian, Chinese",300.0,Delivery
KFC,Yes,No,3.9,Marathahalli,"Burger, Fast Food",450.0,Dine-out
Gujrati Mess,Yes,No,3.6,JP Nagar,Gujarati,200.0,Delivery
KFC,Yes,No,3.6,Cunningham Road,"Burger, Fast Food",400.0,Delivery
The Old Fashioned Bar,No,Yes,4.5,Koramangala 6th Block,"Finger Food, North Indian, Continental",1000.0,Pubs and bars
The Yogisthaan Cafe,Yes,No,4.1,Koramangala 2nd Block,"Cafe, Healthy Food, Salad, Beverages",600.0,Delivery
The Chocolate Heaven,Yes,No,4.1,Kalyan Nagar,"Desserts, Cafe, Italian, Beverages",700.0,Delivery
Royal Kitchen,No,No,3.4,Old Airport Road,"Biryani, Chinese, North Indian, Momos",750.0,Delivery
Fresh Dinner,Yes,No,3.1,Bannerghatta Road,"North Indian, Biryani",500.0,Delivery
Snow Gola,No,No,3.7,Brigade Road,Desserts,150.0,Desserts
Meat And Eat,Yes,No,3.1,BTM,"Fast Food, Burger",500.0,Dine-out
Delicious Demons,Yes,No,3.3,Koramangala 1st Block,Continental,400.0,Delivery
Indiana Burgers,Yes,No,3.4,Kalyan Nagar,Burger,300.0,Delivery
Happy Belly Bakes,Yes,No,4.1,Frazer Town,"Bakery, Cafe",350.0,Cafes
The Bier Library,Yes,Yes,4.3,Koramangala 6th Block,"Continental, North Indian, Pizza, BBQ",2000.0,Drinks & nightlife
Two Friends Cauldron,Yes,Yes,4.1,JP Nagar,"Continental, Italian, American",700.0,Delivery
Rajwadi,No,No,3.6,Brookefield,"North Indian, Street Food",500.0,Dine-out
The Hub - Ibis Hotel,No,No,3.5,Richmond Road,"Finger Food, Fast Food, Continental",2200.0,Drinks & nightlife
Biryani Miya,Yes,No,3.7,JP Nagar,"Biryani, North Indian",600.0,Delivery
Karavali Lunch Home,Yes,No,3.7,Kumaraswamy Layout,"South Indian, Mangalorean",350.0,Delivery
Al-Bek,Yes,No,3.9,Jayanagar,"North Indian, Mughlai, Chinese, Seafood",650.0,Dine-out
Ice Cream Works,Yes,No,4.1,Jayanagar,"Desserts, Ice Cream",300.0,Delivery
Smoor,Yes,No,3.6,Bannerghatta Road,"Desserts, Cafe, Beverages",900.0,Delivery
Allahabadi Tadaka,No,No,2.9,Domlur,North Indian,250.0,Dine-out
The Rendezvous,Yes,No,3.7,Koramangala 4th Block,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",800.0,Delivery
Hammered,Yes,Yes,4.7,Cunningham Road,"North Indian, Thai, Japanese, Continental, Cafe",1300.0,Drinks & nightlife
Onesta,Yes,Yes,4.4,Whitefield,"Pizza, Cafe, Italian",600.0,Dine-out
Biggies Burger 'n' More,Yes,No,3.8,Koramangala 6th Block,"Cafe, Burger, Fast Food",400.0,Delivery
Bhaijaan Barbeques,Yes,No,3.4,Koramangala 7th Block,"Mughlai, Arabian, BBQ",200.0,Delivery
Atty's Bakery,Yes,No,4.0,Frazer Town,Bakery,250.0,Delivery
Mangalore Lunch Home,Yes,No,3.1,HBR Layout,"Mangalorean, Seafood",300.0,Delivery
Hotel New Karavali,Yes,No,3.8,Banashankari,"Mangalorean, South Indian, North Indian",300.0,Dine-out
EatWater,Yes,No,4.2,Lavelle Road,North Eastern,1000.0,Dine-out
Joon Restaurant,Yes,No,3.7,BTM,"Arabian, Chinese, North Indian, Kerala, Juices",400.0,Dine-out
Chinita Real Mexican Food,No,No,4.5,Koramangala 5th Block,Mexican,1200.0,Dine-out
Mad Over Donuts,Yes,No,3.9,Malleshwaram,"Bakery, Desserts, Beverages",450.0,Delivery
Indian Coffee House & Restaurant,No,No,4.2,Koramangala 5th Block,"South Indian, North Indian, Chinese",650.0,Delivery
Azimmo Treat,Yes,No,3.8,HSR,"North Indian, Chinese",700.0,Dine-out
Maratha Darshan,No,No,4.0,Cunningham Road,"Maharashtrian, North Indian",400.0,Dine-out
Peppers,Yes,No,2.8,Ejipura,"North Indian, Chinese",300.0,Delivery
Calicut Durbar,Yes,No,3.8,Koramangala 7th Block,"Arabian, North Indian",500.0,Delivery
Oh My Chaat,Yes,No,3.1,Frazer Town,Street Food,300.0,Delivery
YumYumDilli,Yes,No,3.7,Koramangala 7th Block,North Indian,500.0,Delivery
Shammah's,No,No,3.3,Hennur,"Chinese, North Indian",300.0,Dine-out
"3B's - Buddies, Bar & Barbecues",No,Yes,4.5,Marathahalli,"North Indian, Mediterranean, European, BBQ",1100.0,Drinks & nightlife
The Mangalorean,Yes,Yes,4.1,Kammanahalli,"Konkan, Mangalorean, Seafood",550.0,Delivery
SVR Foods - Night Ka Khana,No,No,3.5,JP Nagar,"North Indian, South Indian",400.0,Delivery
Udupi Grand,No,No,2.8,Koramangala 7th Block,"South Indian, North Indian, Chinese",300.0,Dine-out
Shilpa Veg,No,No,3.6,Shivajinagar,"South Indian, Street Food, Beverages, Desserts",250.0,Dine-out
Rayalaseema Spices,Yes,No,3.5,Brookefield,"Andhra, South Indian",550.0,Dine-out
The White Room - Coffee & Kitchen,No,Yes,4.0,Church Street,"Cafe, Continental, American, Desserts",1000.0,Desserts
Atomic Lab,No,No,3.5,Lavelle Road,"Asian, North Indian, Continental",1800.0,Dine-out
Meat And Eat,Yes,No,3.6,Koramangala 7th Block,"Fast Food, Burger",500.0,Delivery
Toast And Salad,Yes,No,3.6,New BEL Road,Healthy Food,300.0,Delivery
Chetty's Corner,Yes,No,3.6,Jayanagar,"Fast Food, Burger",150.0,Delivery
Crazy Crush - Juices & Desserts Cafe,Yes,No,3.4,Whitefield,"Beverages, Ice Cream, Fast Food",300.0,Delivery
Ambur Biryani Mess,No,No,3.4,Koramangala 6th Block,Biryani,250.0,Dine-out
Yak's Kitchen,No,No,4.0,Brigade Road,"Chinese, Tibetan, Momos",400.0,Dine-out
Natural Mumbai Kulfi,Yes,No,3.5,BTM,Ice Cream,130.0,Delivery
Maxpresso,No,No,4.1,Koramangala 7th Block,"Cafe, American, Italian, Beverages",700.0,Desserts
Udupi Upachar,Yes,No,3.5,Banashankari,"South Indian, North Indian",500.0,Dine-out
Savera Cafe,No,No,3.7,Shivajinagar,Cafe,50.0,Cafes
The Kebab Room - Restaurant & Brewery,No,Yes,4.0,Indiranagar,"Mughlai, North Indian",1000.0,Buffet
So-Fat's Dosas,No,No,3.8,BTM,South Indian,200.0,Delivery
Hotel Archana Grand,Yes,No,3.6,Bommanahalli,"Chinese, North Indian",500.0,Delivery
Chicken Magic,Yes,No,3.7,BTM,"Chinese, North Indian",300.0,Delivery
Sri Vishnu Veg,Yes,No,3.5,Marathahalli,South Indian,200.0,Delivery
SlimSins Cafe,No,No,4.1,Jayanagar,"Cafe, Healthy Food",850.0,Cafes
Trippy Paradise,Yes,No,2.6,BTM,Cafe,900.0,Delivery
Hotel Malgudi,Yes,No,3.6,Rajajinagar,"South Indian, Biryani",400.0,Dine-out
Mast Biryani - Night Express,No,No,3.5,East Bangalore,"North Indian, Biryani, Fast Food",500.0,Delivery
Jumping Beans,Yes,No,4.0,Old Madras Road,"Cafe, North Indian, Chinese, Biryani, Beverages",850.0,Delivery
Mustard Food Court,Yes,No,3.6,Koramangala 3rd Block,"North Indian, Chinese",500.0,Delivery
Mughals Restaurant,No,No,3.2,Shivajinagar,"Mughlai, North Indian, Chinese, Biryani, Seafood",550.0,Dine-out
Taco Bell,Yes,No,4.1,Koramangala 6th Block,"Mexican, American, Fast Food",600.0,Dine-out
Dalma,Yes,No,3.9,Koramangala 6th Block,Oriya,600.0,Dine-out
Yummerica Fries,No,No,3.3,BTM,"Fast Food, Beverages",400.0,Delivery
Cafe Velvette,No,No,3.5,Domlur,"Cafe, American, Italian, Continental",400.0,Desserts
Zaitoon,Yes,Yes,4.1,JP Nagar,"BBQ, Arabian, Chinese, North Indian, Desserts",1000.0,Delivery
New Kabab Plaza,Yes,No,3.7,BTM,"North Indian, Chinese",500.0,Dine-out
Foodizo,Yes,No,3.6,Banashankari,"Desserts, Fast Food, Continental",300.0,Delivery
Tilt Gastro Lounge,No,Yes,4.1,Koramangala 5th Block,"Continental, American, North Indian, Chinese",1500.0,Drinks & nightlife
Naina Nand Food Express,Yes,No,3.4,HBR Layout,"North Indian, Chinese",300.0,Dine-out
Tadkawala,Yes,No,3.5,Vasanth Nagar,North Indian,200.0,Delivery
Hotel Renowned,No,No,3.3,City Market,"North Indian, Biryani",200.0,Dine-out
Cake Menu,Yes,No,3.5,Marathahalli,Bakery,400.0,Delivery
Tasty Paradise,Yes,No,3.7,Malleshwaram,"North Indian, Mughlai, Chinese, Beverages",550.0,Dine-out
Cafe Terra,Yes,No,4.1,Koramangala 1st Block,"Cafe, Continental",700.0,Dine-out
Tiger Trail - Ramada Hotel,Yes,Yes,4.0,Shivajinagar,"North Indian, Lucknowi",1300.0,Buffet
ThrowBack - Pub & Dine,No,No,3.9,Langford Town,"Italian, North Indian, Continental",1000.0,Dine-out
New Bombay Vada Pav,No,No,3.4,Rajajinagar,Fast Food,150.0,Delivery
Downtown,No,No,3.7,Residency Road,"North Indian, Continental",1000.0,Dine-out
Chatora,Yes,No,3.4,Marathahalli,"North Indian, Fast Food, Street Food",300.0,Delivery
Messy Bowl,No,No,3.8,Banashankari,"Fast Food, Beverages",500.0,Dine-out
Daniyal's,Yes,No,3.6,Sarjapur Road,"North Indian, Biryani, Mughlai, Kebab",800.0,Delivery
The Rice Bowl,Yes,Yes,4.3,Lavelle Road,"Chinese, Momos",1300.0,Delivery
Infinitea Tea Room & Tea Store,Yes,Yes,4.2,Cunningham Road,"Continental, Cafe, Desserts, Salad, Momos",1000.0,Delivery
Sea Horse,No,No,3.4,JP Nagar,"South Indian, Chinese",400.0,Delivery
Cafe Cassia& Deli,No,No,4.2,Ulsoor,"Lebanese, Mediterranean, Cafe",1000.0,Cafes
Cafe Mondo,Yes,No,3.6,HSR,"Cafe, Italian, Pizza, Chinese",700.0,Cafes
Flame Pub & Restaurant - Brigade Garden,No,No,2.9,Brigade Road,"Bar Food, North Indian",1900.0,Dine-out
Amaravati,No,No,3.6,BTM,"North Indian, Chinese",400.0,Dine-out
Strikers Sports Bar and Music,No,Yes,3.8,Shanti Nagar,"Continental, North Indian, Chinese",1200.0,Drinks & nightlife
The Hub - Ibis Hotel,No,No,3.5,Richmond Road,"Finger Food, Fast Food, Continental",2200.0,Dine-out
Hotel Chandrika,Yes,No,3.8,Cunningham Road,"South Indian, North Indian, Chinese, Street Food",400.0,Dine-out
Abhiruchi Moonlight,Yes,No,3.3,Bommanahalli,North Indian,300.0,Delivery
Bold,No,Yes,4.0,Marathahalli,"Modern Indian, Continental, North Indian",1500.0,Drinks & nightlife
Bufferia Express,Yes,No,3.4,East Bangalore,"North Indian, Chinese",800.0,Delivery
Soul Cafe,No,Yes,3.9,MG Road,"Cafe, Continental, Italian",800.0,Cafes
No 10 Fort Cochin,No,No,3.4,Residency Road,"South Indian, Seafood, Kerala, Biryani",500.0,Dine-out
California Burrito,No,No,4.1,HSR,"Mexican, Fast Food",400.0,Delivery
Aryan's Kitchen,Yes,No,3.1,Whitefield,"North Indian, Fast Food",500.0,Delivery
Asha Tiffins,Yes,No,4.3,HSR,South Indian,150.0,Delivery
House Of Kebabs,Yes,No,3.8,Basavanagudi,"North Indian, Kebab, Biryani, Chinese",650.0,Delivery
China Bowl,Yes,No,3.9,Koramangala 6th Block,Chinese,1000.0,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,Yes,No,4.1,Richmond Road,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0,Cafes
Hotel Ruchi Priya,Yes,No,3.6,Wilson Garden,North Indian,350.0,Dine-out
Parimala Sweets,No,No,3.5,Banashankari,"Mithai, Street Food",200.0,Dine-out
Ithaa's Biriyani,No,No,3.4,HSR,"Biryani, Chinese, North Indian",500.0,Delivery
Ember The Calabash,Yes,No,4.1,New BEL Road,"Cafe, Italian, Continental, Beverages",800.0,Delivery
Wild Thyme Restaurant,No,No,4.5,Koramangala 5th Block,"Chinese, Continental, North Indian, Italian, Seafood",800.0,Dine-out
BYLI - Bet You Love It!,No,Yes,4.2,Kalyan Nagar,"Continental, Italian, Mexican, Asian",800.0,Dine-out
Via Milano,Yes,Yes,4.2,Koramangala 4th Block,"Salad, Italian, Desserts, Pizza",1500.0,Delivery
Namana Garden,No,No,2.6,BTM,"North Indian, South Indian, Chinese, Street Food",400.0,Delivery
Cafe Talkhouse,No,No,3.8,HSR,North Indian,500.0,Delivery
Frozen Bottle,Yes,No,3.8,New BEL Road,"Beverages, Desserts, Ice Cream",400.0,Delivery
Krishna Vaibhava,Yes,No,3.6,BTM,"North Indian, South Indian",350.0,Delivery
Juicemaker,No,No,3.8,Cunningham Road,"Beverages, Fast Food",400.0,Delivery
Eatato Snack Bar,No,No,3.3,Brigade Road,"South Indian, North Indian, Chinese, Rolls, Fast Food",400.0,Dine-out
Chination,Yes,No,3.5,Koramangala 4th Block,Chinese,600.0,Delivery
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,Lavelle Road,"Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400.0,Desserts
Soul Curry Restaurant,No,No,3.6,Electronic City,"Andhra, Chinese, North Indian, Biryani",600.0,Pubs and bars
The ThickShake Factory,Yes,No,2.8,Cunningham Road,"Beverages, Juices",350.0,Delivery
Sindh Kitchen,Yes,Yes,4.2,Malleshwaram,"North Indian, Sindhi, Seafood",1100.0,Delivery
Hearts Unlock Cafe,No,No,3.2,BTM,"Cafe, Healthy Food",500.0,Delivery
Desi Chulha,Yes,No,3.7,Sarjapur Road,North Indian,250.0,Delivery
Cita Pani,Yes,Yes,3.9,Indiranagar,"Biryani, North Indian, Arabian",350.0,Dine-out
Squeez Juice Bars,No,No,3.1,Bannerghatta Road,"Ice Cream, Juices",250.0,Desserts
Potful,Yes,No,3.9,Koramangala 1st Block,"Biryani, Kebab, Rolls, Mughlai",650.0,Delivery
Enchanted Garden,Yes,Yes,4.3,Whitefield,"North Indian, Continental, Italian, Cafe",1400.0,Dine-out
NGV Fast Food,No,No,3.5,Koramangala 6th Block,"North Indian, Fast Food",250.0,Dine-out
I Siri Restaurant And Caterers,No,No,3.4,Electronic City,"North Indian, South Indian, Chinese",400.0,Dine-out
Firewood Biryani,Yes,No,3.9,Residency Road,"Biryani, Kebab, Rolls",400.0,Dine-out
Hotel Smile,Yes,No,3.1,Jayanagar,"North Indian, Chinese",550.0,Dine-out
Ovenstory Pizza,Yes,No,4.0,BTM,Pizza,750.0,Delivery
Al Swaad Take Away,Yes,No,3.1,Richmond Road,"North Indian, South Indian, Arabian",350.0,Delivery
Spice Code,No,Yes,4.0,JP Nagar,"South Indian, North Indian, Chinese, Biryani",1000.0,Dine-out
Naati Manae,Yes,Yes,3.9,Koramangala 5th Block,"North Indian, South Indian, Chinese, Biryani",700.0,Buffet
The ThickShake Factory,No,No,4.1,Kalyan Nagar,"Beverages, Juices",350.0,Delivery
Kamat Minerva,Yes,No,2.6,Basavanagudi,"South Indian, North Indian, Chinese",300.0,Dine-out
Cupcake Noggins,No,No,3.9,Sarjapur Road,"Desserts, Bakery",300.0,Delivery
RS Shiv Sagar,No,No,4.2,Malleshwaram,"Chinese, North Indian, South Indian, Street Food, Fast Food",500.0,Dine-out
Cafe Srinidhi,No,No,3.1,Indiranagar,"South Indian, North Indian, Fast Food, Street Food",200.0,Dine-out
Kaati Zone,Yes,No,3.4,Koramangala 6th Block,"Fast Food, Biryani, Rolls",350.0,Delivery
Healthie,Yes,No,3.3,JP Nagar,"Healthy Food, Beverages",600.0,Delivery
Sri Ayodhya Veg,No,No,3.6,Vasanth Nagar,"South Indian, North Indian, Chinese",300.0,Dine-out
Cuppa,No,No,3.3,Whitefield,"Fast Food, Street Food, Beverages",400.0,Delivery
Kullad Cafe,Yes,No,3.9,BTM,"North Indian, Cafe, Fast Food, Beverages",200.0,Cafes
Biriyani Bungalow,Yes,No,3.1,HSR,"Biryani, North Indian",600.0,Delivery
Sweet N Swirl,No,No,3.2,Banashankari,"Desserts, Ice Cream",150.0,Desserts
Cafe Velvette,No,No,3.5,Domlur,"Cafe, American, Italian, Continental",400.0,Cafes
Jingo BBQ & Burgers,Yes,No,3.9,Kammanahalli,"Burger, BBQ",550.0,Delivery
Hotel Manu,Yes,No,3.8,HSR,"South Indian, Kerala, Chinese, North Indian",400.0,Delivery
The Fatty Bao - Asian Gastro Bar,Yes,No,4.6,Indiranagar,"Asian, Thai, Vietnamese, Malaysian, Beverages",1200.0,Dine-out
Samarkand,No,Yes,4.1,Infantry Road,"North Indian, Mughlai",1600.0,Dine-out
Golden Oak - La Marvella Sarovar Premiere Hotel,No,Yes,4.0,Jayanagar,"North Indian, Continental, Chinese, South Indian",1000.0,Dine-out
Tewari Bros Mithai Shoppie,Yes,No,3.8,Commercial Street,"Fast Food, Mithai",300.0,Desserts
The Oriental Spice - Ashraya Hotel,Yes,No,3.8,Infantry Road,"Chinese, Thai, Indonesian",1300.0,Delivery
One For The Road,Yes,Yes,4.1,Whitefield,"Continental, North Indian, Finger Food",1200.0,Drinks & nightlife
Anjappar,No,No,3.9,Koramangala 4th Block,"Chettinad, South Indian",650.0,Delivery
New Punjabi Food Corner,Yes,No,3.7,Electronic City,"North Indian, Chinese",500.0,Dine-out
Volga Restaurant,Yes,No,3.7,Electronic City,"North Indian, Chinese, Middle Eastern",500.0,Delivery
Chaitra Restaurant,Yes,No,3.7,Kalyan Nagar,"North Indian, Chinese",700.0,Delivery
Waffle Magic,Yes,No,4.1,Koramangala 6th Block,"Cafe, Desserts",700.0,Delivery
Cream Stone,Yes,No,4.0,Frazer Town,"Desserts, Beverages",500.0,Desserts
Chai Point,Yes,No,4.0,Residency Road,"Fast Food, Beverages",250.0,Dine-out
Make It Roll,Yes,No,3.8,HSR,"Rolls, Salad, Sandwich",400.0,Dine-out
Tiamo - Conrad Bengaluru,No,Yes,4.2,Ulsoor,"Italian, Mediterranean",2500.0,Dine-out
Asha Sweets Centre,Yes,No,4.0,Malleshwaram,"Mithai, Street Food",250.0,Delivery
Red Onion,Yes,Yes,4.2,Shanti Nagar,"Chinese, North Indian, Biryani, Kebab",1200.0,Delivery
Mak n Vak - Fyn,Yes,No,3.9,HSR,"North Indian, Chinese",500.0,Delivery
Bread and Circus,Yes,No,3.7,Shanti Nagar,"Cafe, Fast Food, Pizza, Burger",550.0,Delivery
Nandhana Palace,No,No,4.2,New BEL Road,"Andhra, Biryani, North Indian, Chinese",800.0,Delivery
Chikeys,No,No,3.0,Electronic City,"Burger, Fast Food",400.0,Delivery
SLV Andhra Mess,Yes,No,3.5,Domlur,"Chinese, North Indian",200.0,Delivery
Rotti Mane,Yes,No,3.5,Indiranagar,South Indian,200.0,Delivery
Oh! Calcutta,Yes,Yes,4.4,Church Street,"Bengali, Seafood",1200.0,Delivery
Sri Rama,No,No,3.2,Shivajinagar,South Indian,200.0,Dine-out
Pout,No,No,4.0,BTM,Beverages,400.0,Dine-out
Shaap,Yes,No,3.6,Koramangala 5th Block,"Kerala, Seafood",500.0,Delivery
Sultans of Spice,Yes,Yes,4.5,Koramangala 5th Block,"North Indian, Mughlai, Salad",1300.0,Delivery
New Punjabi Hotel,Yes,No,3.2,Old Airport Road,"North Indian, Chinese",400.0,Dine-out
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,MG Road,"American, Cafe, Continental",1700.0,Dine-out
New Kudla Family Resturant,Yes,No,3.2,MG Road,"North Indian, Chinese",450.0,Delivery
Cafe 58,No,No,3.4,BTM,"Fast Food, Biryani",200.0,Dine-out
Magix's Parattha Roll,Yes,No,3.7,BTM,"Fast Food, North Indian, Chinese, Mughlai, Rolls",400.0,Delivery
Biryani Miya,Yes,No,3.7,JP Nagar,"Biryani, North Indian",600.0,Delivery
New Ambur Hot Dum Biryani,No,No,3.0,Brookefield,Biryani,300.0,Dine-out
Chination,Yes,No,3.5,Koramangala 4th Block,Chinese,600.0,Delivery
Hotel Halli Nenapu,Yes,No,3.4,Malleshwaram,South Indian,500.0,Delivery
A 1 Pizza and Food,Yes,No,2.8,Old Airport Road,"Pizza, Chinese, North Indian",300.0,Delivery
Asha Sweets Center,Yes,No,4.1,Indiranagar,"Mithai, Street Food",200.0,Desserts
Dhaba Express,Yes,No,3.7,HSR,"Biryani, Fast Food, North Indian, Chinese",400.0,Delivery
Pind Balluchi,Yes,Yes,4.0,Brigade Road,"North Indian, Mughlai",700.0,Delivery
1000 B.C,Yes,No,3.2,Koramangala 5th Block,"Arabian, Sandwich, Rolls, Burger",300.0,Delivery
Hyderabadi Biryani Hub,Yes,No,3.6,BTM,"Biryani, North Indian, Chinese",600.0,Delivery
Hyderabadi Biryani Hub,Yes,No,3.6,BTM,"Biryani, North Indian, Chinese",600.0,Delivery
Flavours Radha Hometel,No,Yes,3.5,Whitefield,"North Indian, Continental, Chinese, South Indian",800.0,Delivery
Dwaraka Krishna,Yes,No,3.7,BTM,"North Indian, Biryani, Chinese",500.0,Delivery
Spice Darbar,No,No,3.9,Marathahalli,"Mughlai, North Indian, Continental",1000.0,Delivery
TAB - Take A Break,No,No,4.1,JP Nagar,"Cafe, Continental, Italian",550.0,Desserts
Chai Makhani,Yes,No,3.5,Koramangala 5th Block,"Beverages, Tea",100.0,Delivery
Sharma's Malai & Masala,Yes,No,4.0,Koramangala 1st Block,North Indian,650.0,Delivery
Muthashy's,Yes,No,4.2,BTM,"Kerala, South Indian, Chinese",400.0,Delivery
PagalKhana,Yes,Yes,3.9,Koramangala 4th Block,"Continental, Chinese, Fast Food, Beverages",1000.0,Dine-out
Deja Vu Resto Bar,Yes,Yes,4.4,Bannerghatta Road,"North Indian, Italian",900.0,Buffet
Nammura Upahara,No,No,3.8,JP Nagar,South Indian,100.0,Dine-out
Gam's Delicacy,Yes,Yes,4.2,Koramangala 7th Block,"North Indian, Chinese, Assamese",800.0,Dine-out
StikSnax,No,No,2.7,Malleshwaram,Fast Food,300.0,Dine-out
Al Barack Cafetaria,No,No,3.6,Banaswadi,Arabian,300.0,Dine-out
The 90s Hash House,No,No,3.8,BTM,Cafe,500.0,Dine-out
Sharief Bhai,No,Yes,4.3,Frazer Town,"Mughlai, Biryani",700.0,Dine-out
The Chocolate Room,Yes,No,3.9,JP Nagar,"Cafe, Desserts",400.0,Delivery
Biryani Paradise,Yes,No,3.8,Whitefield,"Andhra, Biryani",700.0,Delivery
All Aromas,Yes,No,4.3,Jayanagar,"North Indian, Biryani",400.0,Dine-out
MRA,No,No,3.8,Whitefield,Bakery,200.0,Delivery
Hyderabadi Biryani Hub,Yes,No,3.5,Sarjapur Road,"Biryani, North Indian",600.0,Delivery
Shanghai Times,No,No,3.4,Whitefield,Chinese,400.0,Delivery
Roti Ghar Ki,Yes,No,4.0,Whitefield,"North Indian, Chinese, Biryani",400.0,Delivery
Kudla - Hotel Ramanashree,Yes,Yes,4.2,Richmond Road,"South Indian, Andhra, Chinese",1200.0,Delivery
Sukh Sagar Express,Yes,No,3.7,Malleshwaram,"North Indian, Chinese, Fast Food, Street Food",500.0,Dine-out
Jars,Yes,No,3.8,Vasanth Nagar,"Healthy Food, Beverages",650.0,Delivery
Mango Greens,No,Yes,3.9,JP Nagar,"North Indian, Continental, Chinese",900.0,Dine-out
Sotally Tober,No,Yes,4.4,Residency Road,"Asian, Burger, Chinese, Finger Food",1200.0,Drinks & nightlife
Kitchens@BTM,Yes,No,3.9,BTM,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400.0,Delivery
Chatpatlal Sweets & Snacks,Yes,No,4.2,Marathahalli,"Street Food, Mithai, North Indian, Beverages, Desserts",200.0,Delivery
Snack'Ups,Yes,No,3.6,Thippasandra,Fast Food,250.0,Delivery
Marwa Restaurant,Yes,Yes,3.5,Bannerghatta Road,"North Indian, Chinese, Fast Food, BBQ",600.0,Dine-out
Szechuan Dragon,Yes,No,3.9,HSR,"Chinese, Thai, Momos",600.0,Delivery
ROYCE' Chocolate,Yes,No,3.5,MG Road,Desserts,1000.0,Delivery
Quench Bar,No,No,4.0,Domlur,"Seafood, Mexican, Continental, Finger Food",1300.0,Dine-out
Kritunga Restaurant,Yes,No,3.8,Marathahalli,"Andhra, Biryani, North Indian, Chinese",650.0,Delivery
Sree Lakshmi Venkateshwara Andhra Mess,No,No,3.5,Marathahalli,"Andhra, South Indian",400.0,Dine-out
Cafe Coffee Day,Yes,No,2.9,Koramangala 5th Block,Cafe,650.0,Cafes
Under The Hood,Yes,No,4.0,Koramangala 1st Block,"Salad, Healthy Food, Street Food",300.0,Dine-out
